City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
40,Cape Town,ZA,-34.5322,20.0403,60.87,37,82,4.43,broken clouds
41,Hambantota,LK,6.1241,81.1185,80.94,94,40,11.5,scattered clouds
42,Narsaq,GL,60.9167,-46.05,43.38,66,100,1.63,overcast clouds
43,Filingue,NE,14.3521,3.3168,86.13,15,9,6.35,clear sky
44,Busselton,US,42.6001,-73.9662,57.45,81,60,1.01,broken clouds
45,Atuona,NZ,-46.1927,168.8643,54.48,91,100,0.72,overcast clouds
46,Bronnoysund,NO,70.8578,29.0864,35.55,75,40,21.85,scattered clouds
47,Hilo,US,64.8569,-147.8028,48.52,68,75,5.75,shower rain
48,Ferme-Neuve,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
49,Kapaa,US,64.8569,-147.8028,48.52,68,75,5.75,shower rain
50,Punta Arenas,CL,-53.15,-70.9167,42.91,87,100,13.8,overcast clouds
51,Hermanus,ZA,-34.5322,20.0403,60.87,37,82,4.43,broken clouds
52,Norman Wells,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
53,Kindia,GN,10.0569,-12.8658,74.12,93,93,2.1,overcast clouds
54,Lang Son,VN,21.8333,106.7333,78.17,52,16,4.32,few clouds
55,Cidreira,BR,-10.5075,-39.0158,68.22,97,100,3.51,overcast clouds
56,Chandbali,IN,26.2867,73.03,90.7,27,0,14.56,clear sky
57,Maneadero,MX,20.9333,-89.0167,69.84,87,0,3.58,clear sky
58,Sinnamary,GF,5.3833,-52.95,77.7,92,100,11.36,moderate rain
59,Lasa,CN,31.3114,120.6181,79.68,29,0,8.01,clear sky
60,Avarua,CK,-21.2078,-159.775,82.45,69,20,2.3,few clouds
61,Lagoa,PT,39.05,-27.9833,57.96,60,96,28.3,light rain
62,Gashua,NG,12.871,11.0482,78.78,20,77,8.61,broken clouds
63,Cap Malheureux,MU,-19.9842,57.6142,75.47,70,68,4.0,broken clouds
64,Stryn,NO,70.8578,29.0864,35.55,75,40,21.85,scattered clouds
65,Sao Filipe,CV,14.8961,-24.4956,75.13,75,100,7.4,overcast clouds
66,Saldanha,ZA,-34.5322,20.0403,60.87,37,82,4.43,broken clouds
67,Tuktoyaktuk,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
68,Ribeira Grande,PT,39.05,-27.9833,57.96,60,96,28.3,light rain
69,Seoul,KR,37.5683,126.9778,76.57,38,0,8.05,clear sky
70,Bilma,NE,14.3521,3.3168,86.13,15,9,6.35,clear sky
71,Skjervoy,NO,70.8578,29.0864,35.55,75,40,21.85,scattered clouds
72,Arraial Do Cabo,BR,-10.5075,-39.0158,68.22,97,100,3.51,overcast clouds
73,Hobart,US,42.6001,-73.9662,57.45,81,60,1.01,broken clouds
74,Houma,US,64.8569,-147.8028,48.52,68,75,5.75,shower rain
75,Nioro,GM,13.35,-15.75,76.59,72,12,5.73,few clouds
76,Kandrian,PG,-6.2167,149.55,85.71,65,22,8.3,few clouds
77,Guanica,US,64.8569,-147.8028,48.52,68,75,5.75,shower rain
78,Illoqqortoormiut,GL,60.9167,-46.05,43.38,66,100,1.63,overcast clouds
79,Castro,CL,-53.15,-70.9167,42.91,87,100,13.8,overcast clouds
80,Raudeberg,NO,70.8578,29.0864,35.55,75,40,21.85,scattered clouds
81,Jamestown,US,42.097,-79.2353,49.64,87,0,8.05,clear sky
82,Prince Rupert,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
83,Puerto Ayora,EC,-0.7393,-90.3518,72.55,96,38,4.23,scattered clouds
84,Faanui,NZ,-46.1927,168.8643,54.48,91,100,0.72,overcast clouds
85,Geraldton,US,42.6001,-73.9662,57.45,81,60,1.01,broken clouds
86,Butaritari,KI,3.0707,172.7902,83.12,68,54,11.21,broken clouds
87,Panorama,BR,-10.5075,-39.0158,68.22,97,100,3.51,overcast clouds
88,Brae,GB,60.3964,-1.353,48.96,91,100,14.36,overcast clouds
89,Mosesgegh,AM,40.9057,45.4864,53.24,72,7,3.02,clear sky
90,Tuatapere,NZ,-46.1333,167.6833,51.12,86,93,6.24,light rain
91,Lompoc,US,64.8569,-147.8028,48.52,68,75,5.75,shower rain
92,Kodiak,US,64.8569,-147.8028,48.52,68,75,5.75,shower rain
93,Manassas,US,64.8569,-147.8028,48.52,68,75,5.75,shower rain
94,Jurilovca,RO,44.7667,28.8667,57.29,73,45,3.47,scattered clouds
95,Upernavik,GL,60.9167,-46.05,43.38,66,100,1.63,overcast clouds
96,Mar Del Plata,AR,-43.3002,-65.1023,46.44,80,0,10.74,clear sky
97,Jaru,BR,-10.5075,-39.0158,68.22,97,100,3.51,overcast clouds
98,Diego De Almagro,CL,-53.15,-70.9167,42.91,87,100,13.8,overcast clouds
99,Kaitangata,NZ,-46.1333,167.6833,51.12,86,93,6.24,light rain
100,Waingapu,ID,-3.5403,118.9707,85.75,67,98,3.98,overcast clouds
101,Devils Lake,US,64.8569,-147.8028,48.52,68,75,5.75,shower rain
102,Rocha,UY,-34.4833,-54.3333,50.76,90,77,13.22,broken clouds
103,Tessalit,GM,13.35,-15.75,76.59,72,12,5.73,few clouds
104,Nishihara,JP,26.1842,127.7558,68.05,97,100,13.8,light intensity shower rain
105,Bluff,NZ,-46.1333,167.6833,51.12,86,93,6.24,light rain
106,Vryburg,ZA,-34.5322,20.0403,60.87,37,82,4.43,broken clouds
107,Qaanaaq,GL,60.9167,-46.05,43.38,66,100,1.63,overcast clouds
108,Chilakalurupet,IN,26.2867,73.03,90.7,27,0,14.56,clear sky
109,Goderich,CA,43.7501,-81.7165,52.12,62,36,8.05,scattered clouds
110,Hasaki,JP,26.1842,127.7558,68.05,97,100,13.8,light intensity shower rain
111,New Norfolk,US,42.6001,-73.9662,57.45,81,60,1.01,broken clouds
112,Bengkulu,ID,-3.5403,118.9707,85.75,67,98,3.98,overcast clouds
113,Tasiilaq,GL,60.9167,-46.05,43.38,66,100,1.63,overcast clouds
114,Dingle,PH,10.9995,122.6711,89.31,59,100,4.85,overcast clouds
115,Constitucion,MX,20.9333,-89.0167,69.84,87,0,3.58,clear sky
116,Ahipara,NZ,-46.1333,167.6833,51.12,86,93,6.24,light rain
117,Lively,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
118,Cartama,ES,36.7107,-4.633,68.99,60,0,2.3,clear sky
119,Saint-Philippe,RE,-21.3585,55.7679,69.39,81,79,14.03,light rain
120,Delvada,IN,26.2867,73.03,90.7,27,0,14.56,clear sky
121,Meulaboh,ID,-3.5403,118.9707,85.75,67,98,3.98,overcast clouds
122,Louisbourg,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
123,Mount Gambier,US,42.6001,-73.9662,57.45,81,60,1.01,broken clouds
124,Ponta Do Sol,CV,14.8961,-24.4956,75.13,75,100,7.4,overcast clouds
125,Lerwick,GB,60.3964,-1.353,48.96,91,100,14.36,overcast clouds
126,Dwarka,IN,26.2867,73.03,90.7,27,0,14.56,clear sky
127,Bac Lieu,VN,21.8333,106.7333,78.17,52,16,4.32,few clouds
128,Mashivka,UA,49.4431,34.8669,47.43,69,3,8.48,clear sky
129,Port Alfred,ZA,-34.5322,20.0403,60.87,37,82,4.43,broken clouds
130,Sao Joao Da Barra,BR,-10.5075,-39.0158,68.22,97,100,3.51,overcast clouds
131,Kamaishi,JP,26.1842,127.7558,68.05,97,100,13.8,light intensity shower rain
132,Panacan,PH,9.2463,118.4082,79.84,87,100,4.54,overcast clouds
133,Barrow,US,64.8569,-147.8028,48.52,68,75,5.75,shower rain
134,Tucuman,AR,-43.3002,-65.1023,46.44,80,0,10.74,clear sky
135,Mahebourg,MU,-19.9842,57.6142,75.47,70,68,4.0,broken clouds
136,Kloulklubed,PW,7.0419,134.2556,84.56,75,9,13.53,clear sky
137,Palabuhanratu,ID,-3.5403,118.9707,85.75,67,98,3.98,overcast clouds
138,Marignane,FR,43.416,5.2145,69.84,70,0,3.44,clear sky
139,Troutdale,US,64.8569,-147.8028,48.52,68,75,5.75,shower rain
140,Cabo San Lucas,MX,20.9333,-89.0167,69.84,87,0,3.58,clear sky
141,Pilar,PH,9.2463,118.4082,79.84,87,100,4.54,overcast clouds
142,Brewster,US,64.8569,-147.8028,48.52,68,75,5.75,shower rain
143,Kampong Thum,KH,12.7111,104.8887,86.38,62,88,4.56,overcast clouds
144,Paradwip,IN,26.2867,73.03,90.7,27,0,14.56,clear sky
145,Souillac,MU,-19.9842,57.6142,75.47,70,68,4.0,broken clouds
146,Esik,KZ,44.3583,77.9753,70.61,34,40,6.31,scattered clouds
147,Los Llanos De Aridane,ES,36.7107,-4.633,68.99,60,0,2.3,clear sky
148,High Level,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
149,Necochea,AR,-43.3002,-65.1023,46.44,80,0,10.74,clear sky
150,Hohhot,CN,31.3114,120.6181,79.68,29,0,8.01,clear sky
151,Yumen,CN,31.3114,120.6181,79.68,29,0,8.01,clear sky
152,Luanda,AO,-8.8368,13.2343,73.6,91,83,8.03,broken clouds
153,Ler,SS,8.3018,30.1418,77.59,70,74,3.87,broken clouds
154,Sao Felix Do Xingu,BR,-10.5075,-39.0158,68.22,97,100,3.51,overcast clouds
155,Kamina,CD,-8.7386,24.9906,63.7,67,65,3.98,broken clouds
156,Roald,NO,70.8578,29.0864,35.55,75,40,21.85,scattered clouds
157,La Rioja,AR,-43.3002,-65.1023,46.44,80,0,10.74,clear sky
158,Chatra,IN,26.2867,73.03,90.7,27,0,14.56,clear sky
159,Lavrentiya,RU,65.5833,-171.0,29.39,76,90,2.33,overcast clouds
160,Namibe,AO,-8.8368,13.2343,73.6,91,83,8.03,broken clouds
161,Tilichiki,RU,65.5833,-171.0,29.39,76,90,2.33,overcast clouds
162,Pisco,PE,-13.7,-76.2167,61.02,82,17,3.44,mist
163,Batagay-Alyta,RU,65.5833,-171.0,29.39,76,90,2.33,overcast clouds
164,Kruisfontein,ZA,-34.5322,20.0403,60.87,37,82,4.43,broken clouds
165,Belushya Guba,RU,65.5833,-171.0,29.39,76,90,2.33,overcast clouds
166,Hay River,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
167,Vanimo,PG,-6.2167,149.55,85.71,65,22,8.3,few clouds
168,Trofors,NO,70.8578,29.0864,35.55,75,40,21.85,scattered clouds
169,Cuajinicuilapa,MX,20.9333,-89.0167,69.84,87,0,3.58,clear sky
170,Lebu,CL,-53.15,-70.9167,42.91,87,100,13.8,overcast clouds
171,Soyo,AO,-8.8368,13.2343,73.6,91,83,8.03,broken clouds
172,Whitehorse,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
173,Victoria,HK,22.2855,114.1577,79.97,70,41,4.0,scattered clouds
174,San Rafael,AR,-43.3002,-65.1023,46.44,80,0,10.74,clear sky
175,Torbay,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
176,Coihaique,CL,-53.15,-70.9167,42.91,87,100,13.8,overcast clouds
177,Dong Xoai,VN,21.8333,106.7333,78.17,52,16,4.32,few clouds
178,Port Elizabeth,ZA,-34.5322,20.0403,60.87,37,82,4.43,broken clouds
179,Kalengwa,ZM,-13.4659,25.0027,60.78,61,61,7.47,broken clouds
180,Rockland,US,64.8569,-147.8028,48.52,68,75,5.75,shower rain
181,Sandakan,MY,5.8402,118.1179,87.48,74,40,3.44,scattered clouds
182,Faranah,GN,10.0569,-12.8658,74.12,93,93,2.1,overcast clouds
183,Chivilcoy,AR,-43.3002,-65.1023,46.44,80,0,10.74,clear sky
184,Saint-Augustin,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
185,Bandarban,BD,22.1965,92.2262,87.51,60,48,5.95,scattered clouds
186,Tairua,NZ,-46.1333,167.6833,51.12,86,93,6.24,light rain
187,Bila,UA,49.4431,34.8669,47.43,69,3,8.48,clear sky
188,Ponta Delgada,PT,39.05,-27.9833,57.96,60,96,28.3,light rain
189,Xiongzhou,CN,31.3114,120.6181,79.68,29,0,8.01,clear sky
190,Marsh Harbour,BS,26.5412,-77.0636,76.28,80,100,10.0,overcast clouds
191,Airai,PW,7.0419,134.2556,84.56,75,9,13.53,clear sky
192,Miraflores,MX,19.2167,-98.8083,69.03,30,6,3.4,clear sky
193,Chute-Aux-Outardes,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
194,Pithapuram,IN,26.2867,73.03,90.7,27,0,14.56,clear sky
195,San Patricio,MX,20.9333,-89.0167,69.84,87,0,3.58,clear sky
196,Ancud,CL,-53.15,-70.9167,42.91,87,100,13.8,overcast clouds
197,Coquimbo,CL,-53.15,-70.9167,42.91,87,100,13.8,overcast clouds
198,Pevek,RU,65.5833,-171.0,29.39,76,90,2.33,overcast clouds
199,Kaseda,JP,26.1842,127.7558,68.05,97,100,13.8,light intensity shower rain
200,Trat,TH,12.5,102.5,86.88,84,100,1.68,overcast clouds
201,Aklavik,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
202,Saint George,US,37.1041,-113.5841,90.19,15,0,9.22,clear sky
203,Kathu,TH,12.5,102.5,86.88,84,100,1.68,overcast clouds
204,Fort Nelson,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
205,Grand River South East,MU,-19.9842,57.6142,75.47,70,68,4.0,broken clouds
206,Grenfell,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
207,Aripuana,BR,-10.5075,-39.0158,68.22,97,100,3.51,overcast clouds
208,Pangnirtung,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
209,Talnakh,RU,65.5833,-171.0,29.39,76,90,2.33,overcast clouds
210,Virden,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
211,Kavieng,PG,-6.2167,149.55,85.71,65,22,8.3,few clouds
212,Thinadhoo,MV,-0.6,73.0833,84.33,73,100,17.05,overcast clouds
213,Codrington,AU,-38.2667,141.9667,58.75,54,67,18.54,broken clouds
214,Thompson,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
215,Kailua,US,64.8569,-147.8028,48.52,68,75,5.75,shower rain
216,Hyeres,FR,43.416,5.2145,69.84,70,0,3.44,clear sky
217,Okmulgee,US,64.8569,-147.8028,48.52,68,75,5.75,shower rain
218,Port Hardy,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
219,Omsukchan,RU,65.5833,-171.0,29.39,76,90,2.33,overcast clouds
220,Edd,ER,13.9297,41.6925,88.75,37,2,3.2,clear sky
221,Gainesville,US,64.8569,-147.8028,48.52,68,75,5.75,shower rain
222,Mareeba,US,42.6001,-73.9662,57.45,81,60,1.01,broken clouds
223,Lorengau,PG,-6.2167,149.55,85.71,65,22,8.3,few clouds
224,Rauma,FI,61.1272,21.5113,37.44,78,42,15.28,scattered clouds
225,Mount Pleasant,US,64.8569,-147.8028,48.52,68,75,5.75,shower rain
226,Ilulissat,GL,60.9167,-46.05,43.38,66,100,1.63,overcast clouds
227,Katsuura,JP,26.1842,127.7558,68.05,97,100,13.8,light intensity shower rain
228,Kailaras,IN,26.2867,73.03,90.7,27,0,14.56,clear sky
229,Hare Bay,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
230,Kamwenge,UG,0.1866,30.4539,60.85,97,85,0.34,overcast clouds
231,Erzin,RU,65.5833,-171.0,29.39,76,90,2.33,overcast clouds
232,Moose Factory,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
233,Salalah,OM,17.0151,54.0924,80.47,69,1,3.33,clear sky
234,Andenes,NO,70.8578,29.0864,35.55,75,40,21.85,scattered clouds
235,Vestmanna,FO,62.1564,-7.1664,47.32,81,75,17.27,broken clouds
236,Tombouctou,GM,13.35,-15.75,76.59,72,12,5.73,few clouds
237,Cururupu,BR,-10.5075,-39.0158,68.22,97,100,3.51,overcast clouds
238,Baykit,RU,65.5833,-171.0,29.39,76,90,2.33,overcast clouds
239,Baiyin,CN,31.3114,120.6181,79.68,29,0,8.01,clear sky
240,Vila Franca Do Campo,PT,39.05,-27.9833,57.96,60,96,28.3,light rain
241,Krasnyy Chikoy,RU,65.5833,-171.0,29.39,76,90,2.33,overcast clouds
242,Asahi,JP,26.1842,127.7558,68.05,97,100,13.8,light intensity shower rain
243,Dhidhdhoo,MV,-0.6,73.0833,84.33,73,100,17.05,overcast clouds
244,Marmaris,TR,36.855,28.2742,68.11,68,4,5.93,clear sky
245,Jumla,NP,29.2747,82.1838,70.09,30,36,5.01,scattered clouds
246,Bambous Virieux,MU,-19.9842,57.6142,75.47,70,68,4.0,broken clouds
247,Bukama,CD,-8.7386,24.9906,63.7,67,65,3.98,broken clouds
248,Pacific Grove,US,64.8569,-147.8028,48.52,68,75,5.75,shower rain
249,Gravdal,NO,70.8578,29.0864,35.55,75,40,21.85,scattered clouds
250,Nouadhibou,MR,20.931,-17.0347,75.18,38,100,20.71,overcast clouds
251,Boddam,GB,60.3964,-1.353,48.96,91,100,14.36,overcast clouds
252,Rungata,KI,3.0707,172.7902,83.12,68,54,11.21,broken clouds
253,Methoni,GR,39.6453,19.8494,66.06,82,20,0.0,few clouds
254,Provideniya,RU,65.5833,-171.0,29.39,76,90,2.33,overcast clouds
255,Hirado,JP,26.1842,127.7558,68.05,97,100,13.8,light intensity shower rain
256,Weihai,CN,31.3114,120.6181,79.68,29,0,8.01,clear sky
257,Hauterive,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
258,Saint-Pierre,RE,-21.3393,55.4781,71.91,83,75,8.05,broken clouds
259,Aksarka,RU,65.5833,-171.0,29.39,76,90,2.33,overcast clouds
260,Zapolyarnyy,RU,65.5833,-171.0,29.39,76,90,2.33,overcast clouds
261,Naze,JP,26.1842,127.7558,68.05,97,100,13.8,light intensity shower rain
262,Manaus,BR,-10.5075,-39.0158,68.22,97,100,3.51,overcast clouds
263,Elizabeth City,US,64.8569,-147.8028,48.52,68,75,5.75,shower rain
264,Poum,NC,-20.2333,164.0167,78.4,75,83,10.94,broken clouds
265,Koumac,NC,-20.2333,164.0167,78.4,75,83,10.94,broken clouds
266,Vila Velha,BR,-10.5075,-39.0158,68.22,97,100,3.51,overcast clouds
267,Half Moon Bay,US,64.8569,-147.8028,48.52,68,75,5.75,shower rain
268,Tiznit,MA,29.5833,-9.5,60.58,77,0,1.16,clear sky
269,Evensk,RU,65.5833,-171.0,29.39,76,90,2.33,overcast clouds
270,Hovd,MN,48.0056,91.6419,63.93,30,10,4.12,clear sky
271,Caravelas,BR,-10.5075,-39.0158,68.22,97,100,3.51,overcast clouds
272,Tiksi,RU,65.5833,-171.0,29.39,76,90,2.33,overcast clouds
273,Kathmandu,NP,29.2747,82.1838,70.09,30,36,5.01,scattered clouds
274,Salgueiro,BR,-10.5075,-39.0158,68.22,97,100,3.51,overcast clouds
275,East London,ZA,-34.5322,20.0403,60.87,37,82,4.43,broken clouds
276,Lima,PE,-13.7,-76.2167,61.02,82,17,3.44,mist
277,Uruzgan,AF,32.8333,66.0,76.66,16,0,0.67,clear sky
278,Nguiu,US,42.6001,-73.9662,57.45,81,60,1.01,broken clouds
279,Nanortalik,GL,60.9167,-46.05,43.38,66,100,1.63,overcast clouds
280,Lithakia,GR,39.6453,19.8494,66.06,82,20,0.0,few clouds
281,Mitu,MX,19.2167,-98.8083,69.03,30,6,3.4,clear sky
282,Port Blair,IN,26.2867,73.03,90.7,27,0,14.56,clear sky
283,Esperance,US,42.6001,-73.9662,57.45,81,60,1.01,broken clouds
284,Komsomolskiy,RU,65.5833,-171.0,29.39,76,90,2.33,overcast clouds
285,Alegre,BR,-10.5075,-39.0158,68.22,97,100,3.51,overcast clouds
286,Chunoyar,RU,65.5833,-171.0,29.39,76,90,2.33,overcast clouds
287,Georgetown,US,42.097,-79.2353,49.64,87,0,8.05,clear sky
288,Nabire,ID,-3.5403,118.9707,85.75,67,98,3.98,overcast clouds
289,Batemans Bay,US,42.6001,-73.9662,57.45,81,60,1.01,broken clouds
290,Galiwinku,US,42.6001,-73.9662,57.45,81,60,1.01,broken clouds
291,Mildura,US,42.6001,-73.9662,57.45,81,60,1.01,broken clouds
292,Chuy,UY,-34.4833,-54.3333,50.76,90,77,13.22,broken clouds
293,Firminy,FR,43.416,5.2145,69.84,70,0,3.44,clear sky
294,Mandalgovi,MN,48.0056,91.6419,63.93,30,10,4.12,clear sky
295,Ouesso,CG,1.6136,16.0517,70.54,99,96,0.38,overcast clouds
296,Sur,OM,17.0151,54.0924,80.47,69,1,3.33,clear sky
297,Capiata,PY,-25.35,-57.4167,50.25,76,0,0.0,clear sky
298,Kadykchan,RU,65.5833,-171.0,29.39,76,90,2.33,overcast clouds
299,Lata,PT,40.1629,-8.3327,59.32,86,84,3.49,broken clouds
300,Oistins,BB,13.0667,-59.5333,80.69,83,40,20.71,scattered clouds
301,Bambanglipuro,ID,-3.5403,118.9707,85.75,67,98,3.98,overcast clouds
302,Sangmelima,CM,2.9333,11.9833,67.57,99,100,2.42,light rain
303,Flinders,US,42.6001,-73.9662,57.45,81,60,1.01,broken clouds
304,Tazovskiy,RU,65.5833,-171.0,29.39,76,90,2.33,overcast clouds
305,San Quintin,MX,20.9333,-89.0167,69.84,87,0,3.58,clear sky
306,Hirara,JP,26.1842,127.7558,68.05,97,100,13.8,light intensity shower rain
307,Taoudenni,GM,13.35,-15.75,76.59,72,12,5.73,few clouds
308,Port Keats,US,42.6001,-73.9662,57.45,81,60,1.01,broken clouds
309,Acapulco,MX,20.9333,-89.0167,69.84,87,0,3.58,clear sky
310,Noumea,NC,-20.2333,164.0167,78.4,75,83,10.94,broken clouds
311,Oranjemund,NA,-28.55,16.4333,72.05,29,0,9.91,clear sky
312,Wewak,PG,-6.2167,149.55,85.71,65,22,8.3,few clouds
313,Joshimath,IN,26.2867,73.03,90.7,27,0,14.56,clear sky
314,Ianca,RO,44.7667,28.8667,57.29,73,45,3.47,scattered clouds
315,Dunedin,NZ,-46.1333,167.6833,51.12,86,93,6.24,light rain
316,Kavaratti,IN,26.2867,73.03,90.7,27,0,14.56,clear sky
317,Blackwater,US,42.6001,-73.9662,57.45,81,60,1.01,broken clouds
318,Worland,US,64.8569,-147.8028,48.52,68,75,5.75,shower rain
319,Norton Shores,US,64.8569,-147.8028,48.52,68,75,5.75,shower rain
320,Viligili,MV,-0.6,73.0833,84.33,73,100,17.05,overcast clouds
321,Sivaki,RU,65.5833,-171.0,29.39,76,90,2.33,overcast clouds
322,Blanquefort,FR,43.416,5.2145,69.84,70,0,3.44,clear sky
323,Rurrenabaque,BO,-14.8333,-64.9,65.84,56,100,8.41,overcast clouds
324,Toftir,FO,62.1564,-7.1664,47.32,81,75,17.27,broken clouds
325,Miri,MY,5.8402,118.1179,87.48,74,40,3.44,scattered clouds
326,Lannion,FR,43.416,5.2145,69.84,70,0,3.44,clear sky
327,Attawapiskat,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
328,Kharp,RU,65.5833,-171.0,29.39,76,90,2.33,overcast clouds
329,Touros,BR,-10.5075,-39.0158,68.22,97,100,3.51,overcast clouds
330,Nome,US,64.8569,-147.8028,48.52,68,75,5.75,shower rain
331,Ust-Ishim,RU,65.5833,-171.0,29.39,76,90,2.33,overcast clouds
332,Lodwar,KE,3.1191,35.5973,78.82,57,10,11.65,clear sky
333,Tabialan,PH,9.2463,118.4082,79.84,87,100,4.54,overcast clouds
334,Cedar City,US,64.8569,-147.8028,48.52,68,75,5.75,shower rain
335,Pingliang,CN,31.3114,120.6181,79.68,29,0,8.01,clear sky
336,Parrsboro,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
337,Sumbawa,ID,-3.5403,118.9707,85.75,67,98,3.98,overcast clouds
338,Timmins,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
339,Puerto Escondido,MX,20.9333,-89.0167,69.84,87,0,3.58,clear sky
340,Mehamn,NO,70.8578,29.0864,35.55,75,40,21.85,scattered clouds
341,Chapais,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
342,Jinchang,CN,31.3114,120.6181,79.68,29,0,8.01,clear sky
343,Mayumba,GA,-3.432,10.6554,77.02,93,100,1.97,overcast clouds
344,Tahe,CN,31.3114,120.6181,79.68,29,0,8.01,clear sky
345,Manta,EC,-0.7393,-90.3518,72.55,96,38,4.23,scattered clouds
346,Bethal,ZA,-34.5322,20.0403,60.87,37,82,4.43,broken clouds
347,Dire,GM,13.35,-15.75,76.59,72,12,5.73,few clouds
348,Fort Frances,CA,62.456,-114.3525,52.32,37,75,11.5,broken clouds
349,Broken Hill,US,42.6001,-73.9662,57.45,81,60,1.01,broken clouds
